Title,Description,Days,Platform,City,State,Job_type
Business Analyst,"We are seeking an experienced Business Analyst who can work as an aide to the customer. As a Business Analyst, you'll be working closely with the client, understanding the best combination of features based on value and cost. Experience with Agile methodology, Continuous Delivery best practices, and managing sprint teams.

Responsibilities
• Able to work in a fast-paced, high-energy environment that requires flexibility and the capacity to quickly learn and assimilate information/new skills.
• You should demonstrate your experience in measure of consistency to the overall product, and make decisions about what to do in the face of the differing priorities of the customers.
• You should be able to apply your expertise with modeling business processes by utilizing a variety of tools and techniques.
• You should be able to apply your expertise in prioritizing competing demands from stakeholders with the ability to get buy-in and resolve conflicts.
• A genuine passion for quality software... and problem-solving and the know-how to get from sketch to code.
• You should be responsible for finding out what the customers want and bringing it back to programmers.

Requirements
• 4-8 years of experience in business analysis or systems analysis.
• Bachelor's in Engineering, Computer Science, Math, Statistics, or related discipline from a reputed institute or an MBA from a reputed institute.
• Fluency in Microsoft Office suite (Outlook, Excel, Word, PowerPoint, etc. )
• Prior experience in the design and execution of analytical projects.
• Strong analytical and problem-solving skills.
• Self-Motivated / Team Player, Ability to work in small and large groups.
• Strong interpersonal, written, and verbal communication skills.

Soft Skills
• Strong team player who breaks down silos and works effectively with development teams and stakeholders to establish and accomplish business objectives.
• Exceptional ability to gather, organize and evaluate any information or data needed as input from stakeholders and the development team to determine requirements and specifications.
• An effective communicator that works well in a collaborative team setting.
• Well-honed organizational skills, focus, and attention to detail.
• Proven interpersonal, diplomatic, and influencing skills",7, LinkedIn,Pune, Maharashtra,Full-time
Agile business Analyst,"Key Responsibilities . Experience in Using activity diagrams, use cases, scenarios, business analysis, flowcharts, document analysis, requirements workshops, surveys, site visits, business process descriptions, interviews, and workflow analysis to Induce and manage requirements. . Gathering information from multiple sources and critically evaluating it, reconciling conflicts, disseminating high-level information into details and distinguishing user requests from their true needs. . Driving and challenging the presumptions of business units on how they will successfully execute their plans. . Interpreting business needs of customers and translating them into the application and operational requirement with the help of strong analytical and product management skills. . Excellent knowledge of best practices and an understanding of industry trends and difficulties and ability to deal with multiple complicated differences inherent in the warehouse management sector. . Writing the business... requirement documentation including overall solution, data definition, process flows, interfaces, product configurations, support tools and processes, reports, and other special considerations. . Lead discussions with project team to clearly articulate the results required to meet the business or customer need. . Ability to work with teams and direct an organized work effort. Competent to work on analytic assignments. Ability to work under deadlines and heavy workloads. . Ability to take part in development of strategies and interventions to affect cost and quality. Ability to identify trends and produce forecasts . Strong interpersonal and relationship-building skills with proven ability to initiate and develop productive collaborative partnership Skills .Business Analysis: Scope, Cost, Schedule, Risk & Quality .Proficient in the agile ways of working with a working knowledge of Scrum and Kanban .Good level understanding of technology stacks (front-end: e.g. React, Angular, back-end: e.g. .NET, Java, databases, cloud etc.) .Knowledge of Jira and Confluence, as a user (and not necessarily as an administrator) .Have a good understanding of the agile philosophy and the mindset and be able to user the same in his/her day-to-day workings Soft Skills .Ability to analyze a given situation quickly & effectively to take relevant action .Strong communication skills with the ability to abstract out relevant information and make it meaningful, for the target audience .Interpersonal skills - ability to carry people along, facilitate and negotiate .Good facilitator with the ability to facilitate key meetings and events .Ability to manage time well and to multi-task effectively .Ability to act independently Certifications (nice to have) .PMI Professional in Business Analysis .IIBA Certified Business Analysis Professional (CBAP",0, Www.foundit.in,Gurugram, Haryana,Full-time
Business Analyst,"We are looking for a full-time Business Analyst - VC, based out of Chennai/Bangalore, India. The role will revolve around working with startups at various stages. As an early stage deep-tech VC, we are building on improving our funnel of startups and connecting with the various ecosystems.

Key responsibilities:
• Evaluating new investment opportunities
• Tracking relevant markets and identifying trends
• Attending ecosystem events and representing the fund
• Due-diligence, documentation and execution
• Managing communication with investors and invested portfolio companies
• Collecting regular information from the portfolio companies and analyzing MIS",7, LinkedIn,Chennai, Tamil Nadu,Full-time
Business Analyst,Job Description Roles and Responsibilities : Should have strong Experience in Business analysis strong experience in Trade Finance Must have experience in Banking Candidate should have very good communication skills Qualification UG Qualification B.Tech/B.E - Computers PG Qualification Any Post Graduate - Any Specialization Doctorate Doctorate Not Required - None Desired Candidate Profile Please refer to the Job description above,0, Www.foundit.in,Bengaluru, Karnataka,Full-time
Business Analyst(Smart cities w.r.t. applications and rational rose,"Business Analyst Responsibilities:
• Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
• Leading ongoing reviews of business processes and developing optimization strategies.
• Staying up to date on the latest process and IT advancements to automate and modernize systems.
• Conducting meetings and presentations to share ideas and findings.
• Performing requirements analysis and Preparing Use cases.
• Documenting and communicating the results of your efforts.
• Effectively communicating your insights and plans to cross-functional team members and management.
• Gathering critical information from meetings with various stakeholders and producing useful reports.
• Working closely with clients, technicians, and managerial staff.
• Providing leadership, training, coaching, and guidance to junior staff.
• Allocating resources and maintaining cost efficiency.
• Ensuring solutions meet business needs and... requirements.
• Performing user acceptance testing.
• Managing projects, developing project plans, and monitoring performance.
• Updating, implementing, and maintaining procedures.
• Prioritizing initiatives based on business needs and requirements.
• Serving as a liaison between stakeholders and users.
• Managing competing resources and priorities.
• Monitoring deliverables and ensuring timely completion of projects",15, LinkedIn,Chennai, Tamil Nadu,Full-time
Business Analyst,"job description role business analyst duration 6 months can be extended shift 2 pm to 11 pm experience 5 to 7 years domain preferably insurance not mandatory budget not more than 170 k per month lesser the better start date immediate must have skills are below mentioned able to write brd/pdd able to comprehend/understand any business process workflow should be able to do cost benefit analysis should be able to communicate with internal and external stakeholders have worked with software industry earlier also, someone with 4 years of work experience will also do. please share profiles and sanjeev/gaytri will take first round of discussion whereby i will arrange someone for 02 nd round of discussion",0, Www.foundit.in,Noida, Uttar Pradesh,Full-time
Associate Business Analyst,"Primary Responsibilities
• Opportunity Identification: To perform process study, process assessments, design thinking sessions to come up improvement opportunities
• Solution Conceptualization: To understand client’s business processes, existing IT landscape and propose relevant transformative solutions
• Stakeholder Communication and Approvals: Pro-actively interact with client and Infosys BPM operations stakeholders and obtain buy-in on the proposed solutions
• Requirements Documentation: To gather, analyze and document solution requirements (functional as well as non-functional). Liaison with development teams on managing requirements, participate in UAT and realize proposed/estimated benefits Primary Responsibilities
• Opportunity Identification: To perform process study, process assessments, design thinking sessions to come up improvement opportunities
• Solution Conceptualization: To understand client’s business processes, existing IT landscape and propose relevant... transformative solutions
• Stakeholder Communication and Approvals: Pro-actively interact with client and Infosys BPM operations stakeholders and obtain buy-in on the proposed solutions
• Requirements Documentation: To gather, analyze and document solution requirements (functional as well as non-functional). Liaison with development teams on managing requirements, participate in UAT and realize proposed/estimated benefits",7, LinkedIn,Bengaluru, Karnataka,Full-time
Business Analyst/Senior Business Analyst,"Job Purpose

The role is responsible for managing Insurance/Investment marketplace Business Requirement and delivery with end to end requirement life cycle and stakeholder’s Management with basic API/Mobile App knowledge (Android & IOS ) and Website

Duties And Responsibilities

Duties and Responsibilities
•   Understand the key stakeholders’ problems, requirements and Wishlist and come up with the solutions.

 

Drive product strategy and development of platform with engineering team to drive higher customer engagement.

 Ability to switch between short-term and long-term goals and define and prioritize the requirement.

 Collaborate with Tech, Design, Business, Testing and Analytics teams to implement product solutions

 Collaborate with design team and guide their investments for research, prototyping, experimentation, and overall design thinking

 Understand existing product suite/journey and research to take it on next level

 Create user stories and ensures that the... documentation is clear and easily consumable by project team.

 Understand customer requirements, market gaps/ need gaps and drive release-level feature choices.

 Drive innovation, definition, deliverables planning (roadmap) and design product features to deliver against team and company goals.

 Monitor and measure launched products and feed insights back into product development process to drive growth

 Clearly communicate product plans, benefits and results, as appropriate, to a spectrum of audiences

 

Responsible to test the build in QA & UAT and sign off for go live of capability

 Manage team of product manager and testing

 Business update to all stakeholders on weekly / fortnightly.

 Coordination with Support and Monitoring team for all Tech and Process KPIs functioning.

 Able to run API framework and hit API through Postman

 Able to understand Log file and debug.

Required Qualifications And Experience

Required Qualifications and Experience
•   Insurance Domain Knowledge

 Prior & relevant experience in the Financial Services/ Mobile App/Website and Insurance Industry would be an added advantage.

 Prior experience with Business Analyst, Product Management, API and Development would be added advantage.

 Should have strong data analytics skills and UI/UX understanding & AEM.

 Software Development Life cycle / Agile methodology understanding.

 Project delivery understanding.

 High level of proficiency in MS Office (PowerPoint and Excel)

 Work ex of 5-8 years

 B.Tech/MCA",0, LinkedIn,Pune, Maharashtra,Full-time
Business Analyst(Smart cities w.r.t. applications and rational rose,"Business Analyst Responsibilities:
• Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
• Leading ongoing reviews of business processes and developing optimization strategies.
• Staying up to date on the latest process and IT advancements to automate and modernize systems.
• Conducting meetings and presentations to share ideas and findings.
• Performing requirements analysis and Preparing Use cases.
• Documenting and communicating the results of your efforts.
• Effectively communicating your insights and plans to cross-functional team members and management.
• Gathering critical information from meetings with various stakeholders and producing useful reports.
• Working closely with clients, technicians, and managerial staff.
• Providing leadership, training, coaching, and guidance to junior staff.
• Allocating resources and maintaining cost efficiency.
• Ensuring solutions meet business needs and... requirements.
• Performing user acceptance testing.
• Managing projects, developing project plans, and monitoring performance.
• Updating, implementing, and maintaining procedures.
• Prioritizing initiatives based on business needs and requirements.
• Serving as a liaison between stakeholders and users.
• Managing competing resources and priorities.
• Monitoring deliverables and ensuring timely completion of projects",15, LinkedIn,Chennai, Tamil Nadu,Full-time
RPA Business Lead Analyst,"Anicalls Industry: IT Total Positions: 3 Job Type: Full Time/Permanent Gender: No Preference Salary: 1200000 INR - 1800000 INR (Annually) Education: Bachelor?s degree Experience: 5-10 Years Location: Chennai, India .Produce solid business requirements for business stakeholders that they can clearly understand and provide approvals. .Identify additional process improvement opportunities (both technical and non-technical) to drive efficiency and stabilization prior to and throughout RPA .Automate manual repetitive Excel tasks performed across the business. .Understanding the risks, assumptions, and dependencies associated with the process. .Understand, analyze and document the Blue Prism Robotic Process Automation with Blue Prism. .Identify the current-state process and collect functional requirements and business metrics from the process owner. .Provide support during the build, test, and deployment of RPA. .Experience of offerings across automation to machine learning and cognitive... RPA capabilities across client projects",12, Www.foundit.in,Chennai, Tamil Nadu,Full-time
Business Analyst,"We are looking for a full-time Business Analyst - VC, based out of Chennai/Bangalore, India. The role will revolve around working with startups at various stages. As an early stage deep-tech VC, we are building on improving our funnel of startups and connecting with the various ecosystems.

Key responsibilities:
• Evaluating new investment opportunities
• Tracking relevant markets and identifying trends
• Attending ecosystem events and representing the fund
• Due-diligence, documentation and execution
• Managing communication with investors and invested portfolio companies
• Collecting regular information from the portfolio companies and analyzing MIS",7, LinkedIn,Chennai, Tamil Nadu,Full-time
Business Analyst/Senior Business Analyst,"Job Purpose

The role is responsible for managing Insurance/Investment marketplace Business Requirement and delivery with end to end requirement life cycle and stakeholder’s Management with basic API/Mobile App knowledge (Android & IOS ) and Website

Duties And Responsibilities

Duties and Responsibilities
•   Understand the key stakeholders’ problems, requirements and Wishlist and come up with the solutions.

 

Drive product strategy and development of platform with engineering team to drive higher customer engagement.

 Ability to switch between short-term and long-term goals and define and prioritize the requirement.

 Collaborate with Tech, Design, Business, Testing and Analytics teams to implement product solutions

 Collaborate with design team and guide their investments for research, prototyping, experimentation, and overall design thinking

 Understand existing product suite/journey and research to take it on next level

 Create user stories and ensures that the... documentation is clear and easily consumable by project team.

 Understand customer requirements, market gaps/ need gaps and drive release-level feature choices.

 Drive innovation, definition, deliverables planning (roadmap) and design product features to deliver against team and company goals.

 Monitor and measure launched products and feed insights back into product development process to drive growth

 Clearly communicate product plans, benefits and results, as appropriate, to a spectrum of audiences

 

Responsible to test the build in QA & UAT and sign off for go live of capability

 Manage team of product manager and testing

 Business update to all stakeholders on weekly / fortnightly.

 Coordination with Support and Monitoring team for all Tech and Process KPIs functioning.

 Able to run API framework and hit API through Postman

 Able to understand Log file and debug.

Required Qualifications And Experience

Required Qualifications and Experience
•   Insurance Domain Knowledge

 Prior & relevant experience in the Financial Services/ Mobile App/Website and Insurance Industry would be an added advantage.

 Prior experience with Business Analyst, Product Management, API and Development would be added advantage.

 Should have strong data analytics skills and UI/UX understanding & AEM.

 Software Development Life cycle / Agile methodology understanding.

 Project delivery understanding.

 High level of proficiency in MS Office (PowerPoint and Excel)

 Work ex of 5-8 years

 B.Tech/MCA",0, LinkedIn,Pune, Maharashtra,Full-time
Real Time Monitoring Functional Expert/ Business Analyst,"Job Description: Description Splunk Monitoring Business Analyst is responsible to onboard new customers and maintain existing customers on Splunk Monitoring Platform by organizing kick off, explaining the service offer,best practices for development and deployment phases of the lifecycle. Person would be responsible to understand customer challenges/needs and able to highlight and achieve the good balance in technical delivery needs with respect service and platform capabilities and features.Good stakeholder collaboration and transparent communication is key for this role to work with diverse internal stakeholders within and outside the Splunk Monitoring Team.He/she would be part of global team present in France,UK and India He/she shall be able to ensure high-reliability and high-availability of the features delivered with limited supervision. We are looking for someone who could bring value to the existing team with a growth mindset. Qualification & Experience Engineering or IT... graduate with 4+ years of experience in real time monitoring GUI building and maintenance. Expert level: Experience in customer relationship, training and communication Experience in building dashboard and alerts in SPLUNK platform (any certification appreciated) Proven track record in agile way of working Proven record of working in Splunk Enterprise Level Implementation Intermediate level: Knowledge on one or more of SPLUNK Enterprise, SPLUNK ITSI, SPLUNK Enterprise Security, Splunk DB Connect, Splunk Http Event Collector,Splunk Universal Forwarder Knowledge on JIRA, GITHUB, JENKINS and ServiceNow and ITIL processes Work closely with the product and development team on the design of user interfaces Must be able to work with a multilevel structure and be familiar with integrating the front end to middle layer Provide support and troubleshooting assistance to resolve issues that arise Reviewing epics, user stories, and workflow diagrams to develop solutions Other/desirable: Knowledge in Python, Powershell, Linux scripts, LDAP interface Knowledge of French language would be appreciated Knowledge on AWS is an advantage Responsibilities Work with business in order to identify where Real Time Monitoring can provide value Provide support for new and existing reports, dashboards and alerts Deliver training to business teams and promote standards and best practices Collaborate with admin and developer in order to support new requirements (new source of data and advanced dashboard) Work closely with the product and development team on the design of user interfaces Provide support and troubleshooting assistance to resolve issues that arise Reviewing epics, user stories, and workflow diagrams to develop solutions Success Metrics Success will be measured in a variety of areas, including but not limited to KPI on the usage of dashboard delivered, availability and performance User satisfaction and ROI Efficiency (KPI) on demand management Efficiency of the features in terms of standard and reusability End user satisfaction and advocacy The role will have the following key outputs: Identify and propose new business opportunities Contribute to extend the coverage of the platform to deliver new features Comprehensive and world class DevOps capability including ways of working, tools and centre of excellence This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company's success, reputation and sustainable growth. Company: Airbus Group India Private Limited Contract Type: Permanent Contract / CDI / Unbefristet / Contrato indefinido Experience Level: Professional / Expriment(e) / Professionell / Profesional Job Family: Information Mgmt and Digital Technology By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus. Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief. Airbus is, and always has been, committed to equal opportunities for all. As such, we will never ask for any type of monetary exchange in the frame of a recruitment process. Any impersonation of Airbus to do so should be reported to",4, Www.foundit.in,Bengaluru, Karnataka,Full-time
CIEL/SEL/20781: Business Analyst,"We are looking for Business Analyst for one of the Global IT Company with Good hands-on exp. In project or program management @ Pan India.

Key Responsibilities
• Creating a detailed business analysis, outlining problems, opportunities and solutions for a business
• Budgeting and forecasting
• Planning and monitoring
• Financial modelling
• Variance Analysis
• Pricing
• Reporting
• Defining business requirements and reporting them back to stakeholders

Key Skills: Business Analyst

Experience: 5-10Years

Educational Qual.:BE/B.Tech/MCA/M.Tech

Why should you consider this opportunity?

Opportunity to work with highly passionate people with excellent working environment.

Can look forward to grow within the organization

How To Apply For The Job

Please email your resume with Subject Line “Business Analyst”

Interested Candidate’s Kindly Contact

Neha

Email :neha.k@cielhr.com",0, LinkedIn,Bengaluru, Karnataka,Full-time
Legal Business Intelligence Analyst,"Legal Operations Technical Analyst We are seeking a hardworking and motivated individual to join Applied Materials Legal Operations team. As a technical analyst you will maintain our iCertis contract lifecycle management system, provide end user support, maintain source data and various integrations. We need a well-rounded individual with project management experience, strong interpersonal skills, attention to details, ability to corroborate input from a variety of stakeholders, and management of multiple projects at once. This role allows for a high degree of ownership of the solutions you are involved and the ability to make positive change every day. The role is based in Bangalore, India. Key Responsibilities . Support Contract Lifecycle Management (CLM) oManage the contracts repository for all customer contracts for the law department, including creation and modification and maintenance of contract templates. oMaintain the CLM application, clause library, key terms and meta-data... administer security roles, user permissions and security. oMaintaining custom objects, custom fields, page layouts, validation and notification rules. o Maintain CLM pipeline and Access Request systems. oRespond to internal user support requests until resolution using Service-Now help ticketing system. Provide end user training. oEscalate tool support issues through vendor support ticketing system. oProvide day-to-day support to Legal Department core team and users of the contracts management system. Skills and Abilities: High level of initiative, motivation, enthusiasm, and resourcefulness. Self-starter, proactive, can execute with minimal direction, satisfy requirements, deliver results, and meet deadlines. Enjoy multi-tasking and are flexible and willing to work through day-to-day manual tasks. Excellent problem solving and troubleshooting skills. Excellent planning and organizational skills, time management, analytical and problem-solving skills. Possess strong collaboration, verbal and written communication skills. Ability to effectively present ideas, gather requirements, create technical design documents, procedures, and end user help documentation. .Excellent computer skills comfortable using Microsoft Word, Excel (pivot tables, charts, formulas), and PowerPoint. .Hands-on experience using SharePoint and other Microsoft O365 software applications (MS Teams, MS Power Automate, Power Apps, Forms). .Comfortable using various web development tools and technologies. Experience : .Bachelors of Computer Science degree or equivalent experience, advanced degree or training preferred. .3+ years previous experience in an Application Support role. .Minimum of 3 years experience in core product software development .5+ years of professional experience in a corporate department technical project management preferred . 3+ years relevant experience in contracts management preferably iCertis. Qualifications Education: Bachelor's DegreeSkills Certifications: Languages: Years of Experience: 4 - 7 YearsWork Experience: Additional Information Travel: NoRelocation Eligible: Yes Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities",6, Www.foundit.in,Bengaluru, Karnataka,Full-time
IND Business Analyst II,"• Person would be responsible to deliver Global and BU based reports.
• Would be required to work on SOX related reportings.
• Should be able to work on Journal Entries.
• Good Communication and Excel Skills required.
• Knowledge of P&L's & Balancesheet will be added advantage.

We offer you a competitive total rewards package, continuing education & training, and tremendous potential with a growing worldwide organization.

DISCLAIMER:

Nothing in this job description restricts management's right to assign or reassign duties and responsibilities of this job to other entities; including but not limited to subsidiaries, partners, or purchasers of Alight business units.",4, LinkedIn,Gurugram, Haryana,Full-time
Lead Business Analyst,"Responsibilities Require 8+ years relevant experience. .. Exposure to Agile methodology with requirements capturing using use cases and feature driven methods. . Experience on identifying and executing test strategies, test plan and functional test cases. . Experience in preparing and conducting functional reviews and training sessions. . Strong knowledge in React JS, JavaScript, Typescript and C# . Experience on developing API's using Web API and .Net Core . Experience on developing using Postgre as DB . Experience in creating responsible web pages using React js, CSS3, Bootstrap 3 . Experience on SQL, writing Procedure and functions is a must. . Capability to works with customers and cross location teams to establish and maintain a consistent delivery. . Ability to work closely in a team environment is highly recommended. . Worked on at least two projects with minimum 12 months period for each project. . Good knowledge on SQL Server Analysis service (SSAS)",5, Www.foundit.in,Bengaluru, Karnataka,Part-time
Business Analyst - Manufacturing,"Company Overview

J B Poindexter (India) Private Limited is asubsidiary ofJ.B. Poindexter & Co., Inc. a privately held diversified manufacturing company forecasting $3B in annual revenue and 7,000 team members in 2021.The eight operating subsidiaries, covering over 50 locations, are engaged in the production of commercial truck bodies, step-vans, utility trucks, funeral coaches, limousines, pickup truck bed enclosures, precision machining, and expandable foam plastic packaging. For more information, visit www.jbpco.com

J B Poindexter (India) Private Limited is the captive shared services unit of the J.B. Poindexter & Co., Inc. The company, wholly owned by J. B. Poindexter & Co., Inc. & is headquartered in Houston, Texas, USA.

This role will be the key functional liaison and subject matter expert for Manufacturing and Planning.

Job Location: Bangalore

Shift: 1PM - 11PM

Essential Job Functions
• Provide vision, leadership, drive the processes changes within the Manufacturing and... Planning function/process
• Participate in strategy planning activities, and be the functional leader in the analysis, requirement development, design, documentation, and testing for Manufacturing users across all Business Units (BUs)
• Work closely with BU’s functional representatives in the development of simplified/lean process improvements or operating practices which best utilize the systems to improve quality; increase productivity; and supports business goals
• Lead interface activities between JD Edwards and other third-party systems (CRM, EDI, Reporting tools, quality tools, quoting configurators etc...)
• Experience with BI Publisher/ Create Form or other JDE form builder tools
• Develop peer, cross-functional & cross-BU relationships to maximize best practice sharing & team effectiveness
• Responsible for the timely completion of project tasks and activities within functional area by directing activities of others as well as maintaining individual project responsibilities
• Responsible for the development of the functional training and coordinating the on-going functional support, including, but not limited to the development of BU “super users”
• Act as the functional change agent by creating a sense of purpose to meet the goals of the business & leading by example
• Own issue / risk identification, escalation, resolution and communication with the project team and functional management including BU functional leaders
• Assure conformance to system architecture, methods, standards & practices & promote their creation
• Analyze each BU’s competitive position in the use of technology in relation to industry best practices
• Prepare, present & review overall plans, status reviews and reports as required by project and with BU responsibilities
• Up to 50% travel required

Qualifications
• Bachelor’s degree
• 8+ years’ experience business analysis experience in JD Edwards, with emphasis on functional analysis and process improvement
• 5+ years’ experience as a Business Analyst with strong knowledge of the Manufacturing and Planning modules of JDE (Shop Floor, PDM, Material, Capacity Planning, Product Costing, etc.)
• Knowledge/experience in warranty handling/processing
• Salesforce knowledge/experience preferred
• Proven record of accomplishment in implementing change
• Strong data analysis skills including the ability to develop SQL queries as needed to support data collection
• High level of initiative and attention to detail
• Ability to prioritize daily work load and work in a team environment
• Ability to work independently, identify priorities and work successfully with minimal supervision
• Immediate joiners preferred and willing to relocate to Bangalore.

Apply Now",7, LinkedIn,Bengaluru, Karnataka,Full-time
Manager Business Analyst,"About The Opportunity

Job Type: Permanent

Title: Manager Business Analyst

Department: Central Technology - Finance

Location: Gurgaon (India)

Level: 5

We’re proud to have been helping our clients build better financial futures for over 50 years. How have we achieved this? By working together - and supporting each other - all over the world. So, join our Finance team and feel like you’re part of something bigger.

Department Description

The Central Technology function provides IT services to the Fidelity International business, globally. These include the development and support of business applications that underpin our revenue, operational, compliance, finance, legal etc.

Purpose of your role

A Business Analyst is a key role within the team and the successful candidate will facilitate requirement elicitation, data querying and analysis activities from India.

Key Responsibilities
• Capture & clarify business requirements through a range of analysis techniques (data flow... diagrams, case tool analysis, gap analysis and work & process flow diagrams)
• Function as a techno-functional expert and assist in designing solutions for business
• Understand business data in depth, analyse key performance indicators and use the same to analyse the requirements further
• For the data warehouse, understand the data from the source systems and identify if there are any gaps in the data or the process being followed
• Obtain agreement on business analysis deliverables ensuring that they meet all the requirements of the business
• Proactively work with business users to identify, define, and clarify scope / issues in terms of complex business/systems requirements.
• Identify options for potential solutions and assessing them for both technical and business suitability/feasibility
• Support business & technology teams in data analysis and during UAT phase.
• Act as a proxy customer with the development teams, facilitating open communication between the customer & development team
• Co-ordinate and work with onshore-offshore UK/India Technology and Business teams
• Create prototypes for ultimate deliverables using data blending and reporting tools like Alteryx, Tableau
• Stay abreast of key emerging products / industry standards in the Business Analysis arena

Must Have Skills -

Experience and Qualifications
• 10+ years experience as a BA working on projects within financial services
• Excellent communication and documentation skills
• Experience delivering projects using AGILE, writing requirements using EPICS and stories and writing Acceptance Criteria
• Good knowledge and hands-on experience in Reporting and BI tools
• Good understanding of accounting processes, controls and financial reporting e.g. Month end close processes, reconciliations etc
• Basic knowledge of SQL for querying tables & doing own analysis of data
• Experience in creating prototypes / models using excel and or any such tools
• Strong Excel knowledge for reconciliation work
• Ability to bridge the gap between business, finance, ops & tech teams
• Analytical thinking
• Strong sense of ownership & ability to drive requirements end to end
• Self motivated, positive attitude, can do approach

Nice To Have Skills -
• Exposure to Asset Management and Mutual fund industry
• Working experience of Alteryx for building Data Prototype / Data Models will be added advantage
• Certified Business Analyst (BCS/ISEB or equivalent)
• Certified Accountant

Personal Characteristics
• Experience of working with multi-cultural teams in a geographically diverse environment
• Strong problem solving skills with the ability to think laterally to arrive at a solution
• Must have an eye for detail and analyse/relate to the business problem in hand
• Excellent communication, presentation and negotiation skills
• Ability to develop & maintain good relationships with all business and systems stakeholders
• Strong hands-on experience in Requirement gathering, Documentation and UAT support
• Strong customer awareness with ability to manage customer expectations
• Flexible and positive attitude, openness to change
• Self-motivation is essential, should demonstrate commitment to high quality solution
• Ability to learn and quickly get familiar with a complex business and systems environment.
• Ability to discuss both business and related technology/system at various levels

Feel rewarded

For starters, we’ll offer you a comprehensive benefits package. We’ll value your wellbeing and support your development. And we’ll be as flexible as we can about where and when you work – finding a balance that works for all of us. It’s all part of our commitment to

making you feel motivated by the work you do and happy to be part of our team. For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com.

For more about our work, our approach to dynamic working and how you could build your future here, visit careers.fidelityinternational.com",0, LinkedIn,Gurugram, Haryana,Full-time
Business Analyst – Experimental Data Capture,"ABOUT UNILEVER: Be part of the world's most successful, purpose-led business. Work with brands that are well-loved around the world, that strive to improve the lives of our consumers and the communities around us every day. Every day, nine out of ten Indian households use our products to feel good, look good and get more out of life - giving us a unique opportunity to build a brighter future. We promote innovation, big and small, to make our business win and grow and we believe in business as a force for good. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best. At HUL, we believe that every individual irrespective of their race, colour, religion, gender, sexual orientation, gender identity or expression, age, nationality, caste, disability or marital status can bring their purpose to life. So apply to us, to unleash your curiosity, challenge ideas and disrupt processes use your energy to make the world a better place. As you... work to make a real impact on the business and the world, we'll work to help you become a better you! We are looking to hire a Business Analyst - Experimental Data Capture in our Digital R&D team based in Bangalore: Job Purpose Unilever has a strategic need to capture good quality experimental data about the products (formulations and packaging) that it makes. Experimental data capture is required throughout the end-to-end R&D process from the bench, where measurements of a product are used to inform design direction, through to scale-up, where measurements are used to validate design decisions and check specifications. The vision for R&D is to digitally record all measured and meta data (context, observations, conditions measurements) related to an experiment, structure the data to make it both human and machine-readable, such that it can be used to draw insights and drive decision-making. To support this vision, Unilever has developed a toolkit of experimental data capture tools (ELN, LIMS) used by Product Formulators and Packaging Engineers to record their prototypes, experiment context and measured data. Unilever requires a Business Analyst to work across project teams to undertake key activities related to the business analysis, rollout and day-to-day support of these experimental data capture tools. Profile Work across business teams to undertake key activities related to the business analysis, deployment, and day-to-day support of IT systems. Liaise with Subject Matter Experts (SME) to evaluate changes to the IT systems, document business requirements and impact Liaise with external partners and vendors throughout the change lifecycle, to design, build, test, and deploy changes to the IT systems Validate technical solutions against their design intent and log incidents where discrepancies arise Create training material to guide and upskill business users in the use of IT systems Support user groups within the Unilever business with the day-to-day use of the IT systems Liaise with key stakeholders within R&D, IT, and vendor partnerships Demonstrate flexibility for additional tasks that may be required as part of the Project Skills & Working Background Experience in business analysis practices and techniques Proven track record working in cross-functional and cross-cultural teams Experience IT systems design deploy experience is essential Proven track record in understanding and delivering to consumer or customer requirements Proven track record in working with 3rd parties and suppliers Broad technical understanding of R&D processes Qualifications & Working Experience Previous experience with IT systems Previous experience of business analysis tools (JIRA, DevOps) and methodologies Previous experience of working in a business analysis, customer support or training role Good working knowledge of Microsoft Office (Word, Excel, PowerPoint, SharePoint, Teams, Yammer) Standards of Leadership The Business Analyst is expected to show behaviours aligned with the Standards of Leadership, particularly with respect to: Inner Game Agility: find new and disruptive solutions to business problems that can be met by the portfolio of IT systems Outer Game Business Acumen: understand and articulate the needs of the business with IT and vendor partners to ensure delivery of future-fit IT systems Talent Catalyst: build the skills of the wider Unilever business to make best use of the portfolio of IT systems Passion for High Performance: take decisions in the best interests of the Unilever business, particularly where a stakeholder conflict arise",1, Www.foundit.in,Bengaluru, Karnataka,Full-time
